Barcode;yaaY;ybiJ;yfaQ;yibN;yijD
ESC_FC7119AA_AS;1;1;1;1;1
ESC_FC7120AA_AS;1;1;1;1;1
ESC_FC7121AA_AS;1;1;1;1;1
ESC_FC7124AA_AS;1;1;1;1;1
ESC_FC7125AA_AS;1;1;1;1;1
ESC_FC7126AA_AS;1;1;1;1;1
ESC_FC7127AA_AS;1;1;1;1;1
ESC_FC7128AA_AS;1;1;1;1;1
ESC_FC7129AA_AS;1;1;1;1;1
ESC_FC7130AA_AS;1;1;1;1;1
ESC_FC7131AA_AS;1;1;1;1;1
ESC_FC7132AA_AS;1;1;1;1;1
ESC_FC7133AA_AS;1;1;1;1;1
ESC_FC7134AA_AS;1;1;1;1;1
ESC_FC7135AA_AS;1;1;1;1;1
ESC_FC7136AA_AS;1;1;1;1;1
ESC_FC7137AA_AS;1;1;1;1;1
ESC_FC7138AA_AS;1;1;1;1;1
ESC_FC7139AA_AS;1;1;1;1;1
ESC_FC7140AA_AS;1;1;1;1;1
ESC_FC7141AA_AS;1;1;1;1;1
ESC_FC7142AA_AS;1;1;1;1;1
ESC_FC7143AA_AS;1;1;1;1;1
ESC_FC7144AA_AS;1;1;1;1;1
ESC_FC7154AA_AS;1;1;1;1;1
ESC_FC7155AA_AS;1;1;1;1;1
ESC_FC7156AA_AS;1;1;1;1;1
ESC_FC7157AA_AS;1;1;1;1;1
ESC_FC7158AA_AS;1;1;1;1;1
ESC_FC7159AA_AS;1;1;1;1;1
ESC_FC7160AA_AS;1;1;1;1;1
ESC_FC7161AA_AS;1;1;1;1;1
ESC_FC7162AA_AS;1;1;1;1;1
ESC_FC7163AA_AS;1;1;1;1;1
ESC_FC7164AA_AS;1;1;1;1;1
ESC_FC7165AA_AS;1;1;1;1;1
ESC_FC7166AA_AS;1;1;1;1;1
ESC_FC7167AA_AS;1;1;1;1;1
ESC_FC7168AA_AS;1;1;1;1;1
ESC_FC7169AA_AS;1;1;1;1;1
ESC_FC7170AA_AS;1;1;1;1;1
ESC_FC7171AA_AS;1;1;1;1;1
ESC_FC7172AA_AS;1;1;1;1;1
ESC_FC7173AA_AS;1;1;1;1;1
ESC_FC7174AA_AS;1;1;1;1;1
ESC_FC7179AA_AS;1;1;1;1;1
ESC_FC7180AA_AS;1;1;1;1;1
ESC_FC7181AA_AS;1;1;1;1;1
ESC_FC7182AA_AS;1;1;1;1;1
ESC_FC7183AA_AS;1;1;1;1;1
ESC_FC7184AA_AS;1;1;1;1;1
ESC_FC7185AA_AS;1;1;1;1;1
ESC_FC7186AA_AS;1;1;1;1;1
ESC_FC7187AA_AS;1;1;1;1;1
ESC_FC7188AA_AS;1;1;1;1;1
ESC_FC7189AA_AS;1;1;1;1;1
ESC_FC7190AA_AS;1;1;1;1;1
ESC_FC7191AA_AS;1;1;1;1;1
ESC_FC7192AA_AS;1;1;1;1;1
ESC_FC7193AA_AS;1;1;1;1;1
ESC_FC7194AA_AS;1;1;1;1;1
ESC_FC7195AA_AS;1;1;1;1;1
ESC_FC7196AA_AS;1;1;1;1;1
ESC_FC7197AA_AS;1;1;1;1;1
ESC_FC7198AA_AS;1;1;1;1;1
ESC_FC7199AA_AS;1;1;1;1;1
ESC_FC7200AA_AS;1;1;1;1;1
ESC_FC7201AA_AS;1;1;1;1;1
ESC_FC7202AA_AS;1;1;1;1;1
ESC_FC7203AA_AS;1;1;1;1;1
ESC_FC7204AA_AS;1;1;1;1;1
ESC_FC7205AA_AS;1;1;1;1;1
ESC_FC7206AA_AS;1;1;1;1;1
ESC_FC7207AA_AS;1;1;1;1;1
ESC_FC7208AA_AS;1;1;1;1;1
ESC_FC7209AA_AS;1;1;1;1;1
ESC_FC7210AA_AS;1;1;1;1;1
ESC_FC7211AA_AS;1;1;1;1;1
ESC_FC7212AA_AS;1;1;1;1;1
ESC_FC7213AA_AS;1;1;1;1;1
ESC_FC7214AA_AS;1;1;1;1;1
ESC_FC7215AA_AS;1;1;1;1;1
ESC_FC7216AA_AS;1;1;1;1;1
ESC_FC7217AA_AS;1;1;1;1;1
ESC_FC7218AA_AS;1;1;1;1;1
ESC_FC7219AA_AS;1;1;1;1;1
ESC_FC7220AA_AS;1;1;1;1;1
ESC_FC7221AA_AS;1;1;1;1;1
ESC_FC7222AA_AS;1;1;1;1;1
ESC_FC7223AA_AS;1;1;1;1;1
ESC_FC7224AA_AS;1;1;1;1;1
ESC_FC7225AA_AS;1;1;1;1;1
ESC_FC7226AA_AS;1;1;1;1;1
ESC_FC7227AA_AS;1;1;1;1;1
ESC_FC7228AA_AS;1;1;1;1;1
ESC_FC7229AA_AS;1;1;1;1;1
ESC_FC7230AA_AS;1;1;1;1;1
ESC_FC7231AA_AS;1;1;1;1;1
ESC_FC7232AA_AS;1;1;1;1;1
ESC_FC7233AA_AS;1;1;.;1;1
ESC_FC7234AA_AS;1;1;1;1;1
ESC_FC7235AA_AS;1;1;1;1;1
ESC_FC7236AA_AS;1;1;1;1;1
ESC_FC7237AA_AS;1;1;1;1;1
ESC_FC7238AA_AS;1;1;1;1;1
ESC_FC7239AA_AS;1;1;1;1;1
ESC_FC7240AA_AS;1;1;1;1;1
ESC_FC7241AA_AS;1;1;1;1;1
ESC_FC7242AA_AS;1;1;1;1;1
ESC_FC7243AA_AS;1;1;1;1;1
ESC_FC7244AA_AS;1;1;1;1;1
ESC_FC7245AA_AS;1;1;1;1;1
ESC_FC7246AA_AS;1;1;1;1;1
ESC_FC7247AA_AS;1;1;1;1;1
ESC_FC7248AA_AS;1;1;1;1;1
ESC_FC7249AA_AS;1;1;1;1;1
ESC_FC7250AA_AS;1;1;.;1;1
ESC_FC7251AA_AS;1;1;1;1;1
ESC_FC7252AA_AS;1;1;1;1;1
ESC_FC7253AA_AS;1;1;1;1;1
ESC_FC7254AA_AS;1;1;1;1;1
ESC_FC7255AA_AS;1;1;1;1;1
ESC_FC7256AA_AS;1;1;1;1;1
ESC_FC7257AA_AS;1;1;1;1;1
ESC_FC7258AA_AS;1;1;1;1;1
ESC_FC7259AA_AS;1;1;1;1;1
ESC_FC7260AA_AS;1;1;1;1;1
ESC_FC7261AA_AS;1;1;1;1;1
ESC_FC7262AA_AS;1;1;1;1;1
ESC_FC7263AA_AS;1;1;1;1;1
ESC_FC7264AA_AS;1;1;1;1;1
ESC_FC7265AA_AS;1;1;1;1;1
ESC_FC7266AA_AS;1;1;1;1;1
ESC_FC7267AA_AS;1;1;1;1;1
ESC_FC7268AA_AS;1;1;1;1;1
ESC_FC7269AA_AS;1;1;1;1;1
ESC_FC7270AA_AS;1;1;1;1;1
ESC_FC7271AA_AS;1;1;1;1;1
ESC_FC7272AA_AS;1;1;1;1;1
ESC_FC7273AA_AS;1;1;1;1;1
ESC_FC7274AA_AS;1;1;1;1;1
ESC_FC7275AA_AS;1;1;1;1;1
ESC_FC7276AA_AS;1;1;1;1;1
ESC_FC7277AA_AS;1;1;1;1;1
ESC_FC7278AA_AS;1;1;1;1;1
ESC_FC7279AA_AS;1;1;1;1;1
ESC_FC7280AA_AS;1;1;1;1;1
ESC_FC7281AA_AS;1;1;1;1;1
ESC_FC7282AA_AS;1;1;1;1;1
ESC_FC7283AA_AS;1;1;1;1;1
ESC_FC7284AA_AS;1;1;1;1;1
ESC_FC7285AA_AS;1;1;1;1;1
ESC_FC7286AA_AS;1;1;1;1;1
ESC_FC7287AA_AS;1;1;1;1;1
ESC_FC7288AA_AS;1;1;1;1;1
ESC_FC7289AA_AS;1;1;1;1;1
ESC_FC7290AA_AS;1;1;1;1;1
ESC_FC7291AA_AS;1;1;1;1;1
ESC_FC7292AA_AS;1;1;1;1;1
ESC_FC7293AA_AS;1;1;1;1;1
ESC_FC7294AA_AS;1;1;1;1;1
ESC_FC7295AA_AS;1;1;1;1;1
ESC_FC7296AA_AS;1;1;1;1;1
ESC_FC7297AA_AS;1;1;1;1;1
ESC_FC7298AA_AS;1;1;1;1;1
ESC_FC7299AA_AS;1;1;1;1;1
ESC_FC7300AA_AS;1;1;1;1;1
ESC_FC7301AA_AS;1;1;1;1;1
ESC_FC7302AA_AS;1;1;1;1;1
ESC_FC7303AA_AS;1;1;1;1;1
ESC_FC7304AA_AS;1;1;1;1;1
ESC_FC7305AA_AS;1;1;1;1;1
ESC_FC7306AA_AS;1;1;1;1;1
ESC_FC7307AA_AS;1;1;1;1;1
ESC_FC7308AA_AS;1;1;1;1;1
ESC_FC7309AA_AS;1;1;1;1;1
ESC_FC7310AA_AS;1;1;1;1;1
ESC_FC7311AA_AS;1;1;1;1;1
ESC_FC7312AA_AS;1;1;1;1;1
ESC_FC7313AA_AS;1;1;1;1;1
ESC_FC7314AA_AS;1;1;1;1;1
ESC_FC7315AA_AS;1;1;1;1;1
ESC_FC7316AA_AS;1;1;1;1;1
ESC_FC7317AA_AS;1;1;1;1;1
ESC_FC7318AA_AS;1;1;1;1;1
ESC_FC7319AA_AS;1;1;1;1;1
ESC_FC7320AA_AS;1;1;1;1;1
ESC_FC7321AA_AS;1;1;1;1;1
ESC_FC7322AA_AS;1;1;1;1;1
ESC_FC7323AA_AS;1;1;1;1;1
ESC_FC7324AA_AS;1;1;1;1;1
ESC_FC7325AA_AS;1;1;1;1;1
ESC_FC7326AA_AS;1;1;1;1;1
ESC_FC7327AA_AS;1;1;1;1;1
ESC_FC7328AA_AS;1;1;1;1;1
ESC_FC7329AA_AS;1;1;1;1;1
ESC_FC7330AA_AS;1;1;1;1;1
ESC_FC7331AA_AS;1;1;1;1;1
ESC_FC7332AA_AS;1;1;1;1;1
ESC_FC7333AA_AS;1;1;1;1;1
ESC_FC7334AA_AS;1;1;1;1;1
ESC_FC7335AA_AS;1;1;1;1;1
ESC_FC7336AA_AS;1;1;1;1;1
ESC_FC7337AA_AS;1;1;1;1;1
ESC_FC7338AA_AS;1;1;1;1;1
ESC_FC7339AA_AS;1;1;1;1;1
ESC_FC7340AA_AS;1;1;1;1;1
ESC_FC7341AA_AS;1;1;1;1;1
ESC_FC7342AA_AS;1;1;1;1;1
ESC_FC7343AA_AS;1;1;1;1;1
ESC_FC7344AA_AS;1;1;1;1;1
ESC_FC7345AA_AS;1;1;1;1;1
ESC_FC7346AA_AS;1;1;1;1;1
ESC_FC7347AA_AS;1;1;1;1;1
ESC_FC7348AA_AS;1;1;1;1;1
ESC_FC7349AA_AS;1;1;1;1;1
ESC_FC7350AA_AS;1;1;1;1;1
ESC_FC7351AA_AS;1;1;1;1;1
ESC_FC7352AA_AS;1;1;1;1;1
ESC_FC7353AA_AS;1;1;1;1;1
ESC_FC7354AA_AS;1;1;1;1;1
ESC_FC7355AA_AS;1;1;1;1;1
ESC_FC7356AA_AS;1;1;1;1;1
ESC_FC7357AA_AS;1;1;1;1;1
ESC_FC7358AA_AS;1;1;1;1;1
ESC_FC7359AA_AS;1;1;1;1;1
ESC_FC7360AA_AS;1;1;1;1;1
ESC_FC7361AA_AS;1;1;1;1;1
ESC_FC7362AA_AS;1;1;1;1;1
ESC_FC7363AA_AS;1;1;1;1;1
ESC_FC7364AA_AS;1;1;1;1;1
ESC_FC7365AA_AS;1;1;1;1;1
ESC_FC7366AA_AS;1;1;1;1;1
ESC_FC7367AA_AS;1;1;1;1;1
ESC_FC7368AA_AS;1;1;1;1;1
ESC_FC7369AA_AS;1;1;1;1;1
ESC_FC7370AA_AS;1;1;1;1;1
ESC_FC7371AA_AS;1;1;1;1;1
ESC_FC7372AA_AS;1;1;1;1;1
ESC_FC7373AA_AS;1;1;1;1;1
ESC_FC7374AA_AS;1;1;1;1;1
ESC_FC7375AA_AS;1;1;1;1;1
ESC_FC7376AA_AS;1;1;1;1;1
ESC_FC7377AA_AS;1;1;1;1;1
ESC_FC7378AA_AS;1;1;1;1;1
ESC_FC7379AA_AS;1;1;1;1;1
ESC_FC7380AA_AS;1;1;1;1;1
ESC_FC7381AA_AS;1;1;1;1;1
ESC_FC7382AA_AS;1;1;1;1;1
ESC_FC7383AA_AS;1;1;1;1;1
ESC_FC7384AA_AS;1;1;1;1;1
ESC_FC7385AA_AS;1;1;1;1;1
ESC_FC7386AA_AS;1;1;1;1;1
ESC_FC7387AA_AS;1;1;1;1;1
ESC_FC7388AA_AS;1;1;1;1;1
ESC_FC7389AA_AS;1;1;1;1;1
ESC_FC7390AA_AS;1;1;1;1;1
ESC_FC7391AA_AS;1;1;1;1;1
ESC_FC7392AA_AS;1;1;1;1;1
ESC_FC7393AA_AS;1;1;1;1;1
ESC_FC7394AA_AS;1;1;1;1;1
ESC_FC7395AA_AS;1;1;1;1;1
ESC_FC7396AA_AS;1;1;1;1;1
ESC_FC7397AA_AS;1;1;1;1;1
ESC_FC7398AA_AS;1;1;1;1;1
ESC_FC7399AA_AS;1;1;1;1;1
ESC_FC7400AA_AS;1;1;1;1;1
ESC_FC7401AA_AS;1;1;1;1;1
ESC_FC7402AA_AS;1;1;1;1;1
ESC_FC7403AA_AS;1;1;1;1;1
ESC_FC7404AA_AS;1;1;1;1;1
ESC_FC7405AA_AS;1;1;1;1;1
ESC_FC7406AA_AS;1;1;1;1;1
ESC_FC7407AA_AS;1;1;1;1;1
ESC_FC7408AA_AS;1;1;1;1;1
ESC_FC7409AA_AS;1;1;1;1;1
ESC_FC7410AA_AS;1;1;1;1;1
ESC_FC7411AA_AS;1;1;1;1;1
ESC_FC7412AA_AS;1;1;1;1;1
ESC_FC7413AA_AS;1;1;1;1;1
ESC_FC7414AA_AS;1;1;1;1;1
ESC_FC7415AA_AS;1;1;1;1;1
ESC_FC7416AA_AS;1;1;1;1;1
ESC_FC7417AA_AS;1;1;1;1;1
ESC_FC7418AA_AS;1;1;1;1;1
ESC_FC7419AA_AS;1;1;1;1;1
ESC_FC7420AA_AS;1;1;1;1;1
ESC_FC7421AA_AS;1;1;1;1;1
ESC_FC7422AA_AS;1;1;1;1;1
ESC_FC7423AA_AS;1;1;1;1;1
ESC_FC7424AA_AS;1;1;1;1;1
ESC_FC7425AA_AS;1;1;1;1;1
ESC_FC7426AA_AS;1;1;1;1;1
ESC_FC7427AA_AS;1;1;1;1;1
ESC_FC7428AA_AS;1;1;1;1;1
ESC_FC7430AA_AS;1;1;1;1;1
ESC_FC7432AA_AS;1;1;1;1;1
ESC_FC7433AA_AS;1;1;1;1;1
ESC_FC7434AA_AS;1;1;1;1;1
ESC_FC7435AA_AS;1;1;1;1;1
ESC_FC7436AA_AS;1;1;1;1;1
ESC_FC7437AA_AS;1;1;1;1;1
ESC_FC7438AA_AS;1;1;1;1;1
ESC_FC7439AA_AS;1;1;1;1;1
ESC_FC7440AA_AS;1;1;1;1;1
ESC_FC7441AA_AS;1;1;1;1;1
ESC_FC7442AA_AS;1;1;1;1;1
ESC_FC7443AA_AS;1;1;1;1;1
ESC_FC7444AA_AS;1;1;1;1;1
ESC_FC7445AA_AS;1;1;1;1;1
ESC_FC7446AA_AS;1;1;1;1;1
ESC_FC7447AA_AS;1;1;1;1;1
ESC_FC7448AA_AS;1;1;1;1;1
ESC_FC7449AA_AS;1;1;.;1;1
ESC_FC7450AA_AS;1;1;1;1;1
ESC_FC7451AA_AS;1;1;1;1;1
ESC_FC7452AA_AS;1;1;1;1;1
ESC_FC7453AA_AS;1;1;1;1;1
ESC_FC7454AA_AS;1;1;1;1;1
ESC_FC7455AA_AS;1;1;1;1;1
ESC_FC7456AA_AS;1;1;1;1;1
ESC_FC7457AA_AS;1;1;1;1;1
ESC_FC7458AA_AS;1;1;1;1;1
ESC_FC7459AA_AS;1;1;1;1;1
ESC_FC7460AA_AS;1;1;1;1;1
ESC_FC7461AA_AS;1;1;1;1;1
ESC_FC7462AA_AS;1;1;1;1;1
ESC_FC7463AA_AS;1;1;1;1;1
ESC_FC7464AA_AS;1;1;1;1;1
ESC_FC7465AA_AS;1;1;1;1;1
ESC_FC7466AA_AS;1;1;1;1;1
ESC_FC7467AA_AS;1;1;1;1;1
ESC_FC7468AA_AS;1;1;1;1;1
ESC_FC7469AA_AS;1;1;1;1;1
ESC_FC7470AA_AS;1;1;1;1;1
ESC_FC7471AA_AS;1;1;.;1;1
ESC_FC7472AA_AS;1;1;1;1;1
ESC_FC7473AA_AS;1;1;1;1;1
ESC_FC7474AA_AS;1;1;1;1;1
ESC_FC7475AA_AS;1;1;1;1;1
ESC_FC7476AA_AS;1;1;1;1;1
ESC_FC7477AA_AS;1;1;1;1;1
ESC_FC7478AA_AS;1;1;1;1;1
ESC_FC7479AA_AS;1;1;1;1;1
ESC_FC7480AA_AS;1;1;1;1;1
ESC_FC7481AA_AS;1;1;1;1;1
ESC_FC7482AA_AS;1;1;1;1;1
ESC_FC7483AA_AS;1;1;1;1;1
ESC_FC7484AA_AS;1;1;1;1;1
ESC_FC7489AA_AS;1;1;1;1;1
ESC_FC7490AA_AS;1;1;1;1;1
ESC_FC7491AA_AS;1;1;1;1;1
ESC_FC7492AA_AS;1;1;1;1;1
ESC_FC7493AA_AS;1;1;1;1;1
ESC_FC7495AA_AS;1;1;1;1;1
ESC_FC7496AA_AS;1;1;1;1;1
ESC_FC7497AA_AS;1;1;1;1;1
ESC_FC7498AA_AS;1;1;1;1;1
ESC_FC7499AA_AS;1;1;1;1;1
ESC_FC7500AA_AS;1;1;1;1;1
ESC_FC7502AA_AS;1;1;1;1;1
ESC_FC7503AA_AS;1;1;1;1;1
ESC_FC7504AA_AS;1;1;1;1;1
ESC_FC7505AA_AS;1;1;1;1;1
ESC_FC7506AA_AS;1;1;1;1;1
ESC_FC7507AA_AS;1;1;1;1;1
ESC_FC7510AA_AS;1;1;1;1;1
ESC_FC7511AA_AS;1;1;1;1;1
ESC_FC7512AA_AS;1;1;1;1;1
ESC_FC7513AA_AS;1;1;1;1;1
ESC_FC7514AA_AS;1;1;1;1;1
ESC_FC7515AA_AS;1;1;1;1;1
ESC_FC7516AA_AS;1;1;1;1;1
ESC_FC7517AA_AS;1;1;1;1;1
ESC_FC7518AA_AS;1;1;1;1;1
ESC_FC7519AA_AS;1;1;1;1;1
ESC_FC7520AA_AS;1;1;1;1;1
ESC_FC7521AA_AS;1;1;1;1;1
ESC_FC7522AA_AS;1;1;1;1;1
ESC_FC7523AA_AS;1;1;1;1;1
ESC_FC7525AA_AS;1;1;1;1;1
ESC_FC7526AA_AS;1;1;1;1;1
ESC_FC7527AA_AS;1;1;1;1;1
ESC_FC7528AA_AS;1;1;1;1;1
ESC_FC7530AA_AS;1;1;1;1;1
ESC_FC7532AA_AS;1;1;1;1;1
ESC_FC7533AA_AS;1;1;1;1;1
ESC_FC7534AA_AS;1;1;1;1;1
ESC_FC7535AA_AS;1;1;1;1;1
ESC_FC7536AA_AS;1;1;1;1;1
ESC_FC7537AA_AS;1;1;1;1;1
ESC_FC7538AA_AS;1;1;1;1;1
ESC_FC7539AA_AS;1;1;1;1;1
ESC_FC7540AA_AS;1;1;1;1;1
ESC_FC7541AA_AS;1;1;1;1;1
ESC_FC7542AA_AS;1;1;1;1;1
ESC_FC7543AA_AS;1;1;1;1;1
ESC_FC7544AA_AS;1;1;1;1;1
ESC_FC7545AA_AS;1;1;1;1;1
ESC_FC7546AA_AS;1;1;1;1;1
ESC_FC7547AA_AS;1;1;1;1;1
ESC_FC7548AA_AS;1;1;1;1;1
ESC_FC7549AA_AS;1;1;1;1;1
ESC_FC7550AA_AS;1;1;1;1;1
ESC_FC7551AA_AS;1;1;1;1;1
ESC_FC7552AA_AS;1;1;1;1;1
ESC_FC7553AA_AS;1;1;1;1;1
ESC_FC7554AA_AS;1;1;1;1;1
ESC_FC7555AA_AS;1;1;1;1;1
ESC_FC7556AA_AS;1;1;1;1;1
ESC_FC7557AA_AS;1;1;1;1;1
ESC_FC7558AA_AS;1;1;1;1;1
ESC_FC7559AA_AS;1;1;1;1;1
ESC_FC7560AA_AS;1;1;1;1;1
ESC_FC7561AA_AS;1;1;1;1;1
ESC_FC7562AA_AS;1;1;1;1;1
ESC_FC7563AA_AS;1;1;1;1;1
ESC_FC7564AA_AS;1;1;1;1;1
ESC_FC7565AA_AS;1;1;1;1;1
ESC_FC7566AA_AS;1;1;1;1;1
ESC_FC7567AA_AS;1;1;1;1;1
ESC_FC7568AA_AS;1;1;1;1;1
ESC_FC7569AA_AS;1;1;1;1;1
ESC_FC7570AA_AS;1;1;1;1;1
ESC_FC7571AA_AS;1;1;1;1;1
ESC_FC7572AA_AS;1;1;1;1;1
ESC_FC7573AA_AS;1;1;1;1;1
ESC_FC7574AA_AS;1;1;1;1;1
ESC_FC7576AA_AS;1;1;1;1;1
ESC_FC7577AA_AS;1;1;1;1;1
ESC_FC7578AA_AS;1;1;1;1;1
ESC_FC7579AA_AS;1;1;1;1;1
ESC_FC7580AA_AS;1;1;1;1;1
ESC_FC7581AA_AS;1;1;1;1;1
ESC_FC7582AA_AS;1;1;1;1;1
ESC_FC7583AA_AS;1;1;1;1;1
ESC_FC7584AA_AS;1;1;1;1;1
ESC_FC7585AA_AS;1;1;1;1;1
ESC_FC7586AA_AS;1;1;1;1;1
ESC_FC7587AA_AS;1;1;1;1;1
ESC_FC7588AA_AS;1;1;1;1;1
ESC_FC7589AA_AS;1;1;1;1;1
ESC_FC7590AA_AS;1;1;1;1;1
ESC_FC7591AA_AS;1;1;1;1;1
ESC_FC7592AA_AS;1;1;1;1;1
ESC_FC7593AA_AS;1;1;1;1;1
ESC_FC7594AA_AS;1;1;1;1;1
ESC_FC7595AA_AS;1;1;1;1;1
ESC_FC7596AA_AS;1;1;1;1;1
ESC_FC7597AA_AS;1;1;1;1;1
ESC_FC7598AA_AS;1;1;1;1;1
ESC_FC7599AA_AS;1;1;1;1;1
ESC_FC7600AA_AS;1;1;1;1;1
ESC_FC7601AA_AS;1;1;1;1;1
ESC_FC7602AA_AS;1;1;1;1;1
ESC_FC7603AA_AS;1;1;1;1;1
ESC_FC7604AA_AS;1;1;1;1;1
ESC_FC7605AA_AS;1;1;1;1;1
ESC_FC7606AA_AS;1;1;1;1;1
ESC_FC7607AA_AS;1;1;1;1;1
ESC_FC7608AA_AS;1;1;1;1;1
ESC_FC7609AA_AS;1;1;1;1;1
ESC_FC7610AA_AS;1;1;1;1;1
ESC_FC7611AA_AS;1;1;1;1;1
ESC_FC7612AA_AS;1;1;1;1;1
ESC_FC7613AA_AS;1;1;1;1;1
ESC_FC7614AA_AS;1;1;.;1;1
ESC_FC7615AA_AS;1;1;1;1;1
ESC_FC7616AA_AS;1;1;1;1;1
ESC_FC7617AA_AS;1;1;1;1;1
ESC_FC7618AA_AS;1;1;1;1;1
ESC_FC7619AA_AS;1;1;1;1;1
ESC_FC7620AA_AS;1;1;1;1;1
ESC_FC7621AA_AS;1;1;1;1;1
ESC_FC7622AA_AS;1;1;1;1;1
ESC_FC7623AA_AS;1;1;1;1;1
ESC_FC7624AA_AS;1;1;1;1;1
ESC_FC7625AA_AS;1;1;1;1;1
ESC_FC7626AA_AS;1;1;1;1;1
ESC_FC7627AA_AS;1;1;1;1;1
ESC_FC7628AA_AS;1;1;1;1;1
ESC_FC7629AA_AS;1;1;1;1;1
ESC_FC7630AA_AS;1;1;1;1;1
ESC_FC7631AA_AS;1;1;1;1;1
ESC_FC7632AA_AS;1;1;1;1;1
ESC_FC7633AA_AS;1;1;1;1;1
ESC_FC7634AA_AS;1;1;1;1;1
ESC_FC7635AA_AS;1;1;1;1;1
ESC_FC7636AA_AS;1;1;1;1;1
ESC_FC7637AA_AS;1;1;1;1;1
ESC_FC7638AA_AS;1;1;1;1;1
ESC_FC7639AA_AS;1;1;1;1;1
ESC_FC7640AA_AS;1;1;1;1;1
ESC_FC7641AA_AS;1;1;1;1;1
ESC_FC7642AA_AS;1;1;1;1;1
ESC_FC7643AA_AS;1;1;1;1;1
ESC_FC7644AA_AS;1;1;1;1;1
ESC_FC7645AA_AS;1;1;1;1;1
ESC_FC7646AA_AS;1;1;1;1;1
ESC_FC7647AA_AS;1;1;1;1;1
ESC_FC7648AA_AS;1;1;1;1;1
ESC_FC7649AA_AS;1;1;1;1;1
ESC_FC7650AA_AS;1;1;1;1;1
ESC_FC7651AA_AS;1;1;1;1;1
ESC_FC7652AA_AS;1;1;1;1;1
ESC_FC7653AA_AS;1;1;1;1;1
ESC_FC7654AA_AS;1;1;1;1;1
ESC_FC7655AA_AS;1;1;1;1;1
ESC_FC7656AA_AS;1;1;1;1;1
ESC_FC7657AA_AS;1;1;1;1;1
ESC_FC7658AA_AS;1;1;1;1;1
ESC_FC7659AA_AS;1;1;1;1;1
ESC_FC7660AA_AS;1;1;1;1;1
ESC_FC7661AA_AS;1;1;1;1;1
ESC_FC7662AA_AS;1;1;1;1;1
ESC_FC7663AA_AS;1;1;1;1;1
ESC_FC7664AA_AS;1;1;1;1;1
ESC_FC7665AA_AS;1;1;1;1;1
ESC_FC7666AA_AS;1;1;1;1;1
ESC_FC7667AA_AS;1;1;1;1;1
ESC_FC7668AA_AS;1;1;1;1;1
ESC_FC7669AA_AS;1;1;1;1;1
ESC_FC7670AA_AS;1;1;1;1;1
ESC_FC7671AA_AS;1;1;1;1;1
ESC_FC7672AA_AS;1;1;1;1;1
ESC_FC7674AA_AS;1;1;1;1;1
ESC_FC7675AA_AS;1;1;1;1;1
ESC_FC7676AA_AS;1;1;1;1;1
ESC_FC7677AA_AS;1;1;1;1;1
ESC_FC7678AA_AS;1;1;1;1;1
ESC_FC7679AA_AS;1;1;1;1;1
ESC_FC7680AA_AS;1;1;1;1;1
ESC_FC7681AA_AS;1;1;1;1;1
ESC_FC7682AA_AS;1;1;1;1;1
ESC_FC7683AA_AS;1;1;1;1;1
ESC_FC7684AA_AS;1;1;1;1;1
ESC_FC7685AA_AS;1;1;1;1;1
ESC_FC7686AA_AS;1;1;1;1;1
ESC_FC7687AA_AS;1;1;1;1;1
ESC_FC7688AA_AS;1;1;1;1;1
ESC_FC7689AA_AS;1;1;1;1;1
ESC_FC7690AA_AS;1;1;1;1;1
ESC_FC7691AA_AS;1;1;1;1;1
ESC_FC7692AA_AS;1;1;1;1;1
ESC_FC7693AA_AS;1;1;1;1;1
ESC_FC7694AA_AS;1;1;1;1;1
ESC_FC7695AA_AS;1;1;1;1;1
ESC_FC7696AA_AS;1;1;1;1;1
ESC_FC7697AA_AS;1;1;1;1;1
ESC_FC7698AA_AS;1;1;1;1;1
ESC_FC7699AA_AS;1;1;1;1;1
ESC_FC7700AA_AS;1;1;1;1;1
ESC_FC7701AA_AS;1;1;1;1;1
ESC_FC7702AA_AS;1;1;.;1;1
ESC_FC7703AA_AS;1;1;1;1;1
ESC_FC7704AA_AS;1;1;1;1;1
ESC_FC7705AA_AS;1;1;1;1;1
ESC_FC7706AA_AS;1;1;1;1;1
ESC_FC7707AA_AS;1;1;1;1;1
ESC_FC7708AA_AS;1;1;1;1;1
ESC_FC7709AA_AS;1;1;1;1;1
ESC_FC7710AA_AS;1;1;1;1;1
ESC_FC7711AA_AS;1;1;1;1;1
ESC_FC7712AA_AS;1;1;1;1;1
ESC_FC7713AA_AS;1;1;1;1;1
ESC_FC7714AA_AS;1;1;1;1;1
ESC_FC7715AA_AS;1;1;1;1;1
ESC_FC7716AA_AS;1;1;1;1;1
ESC_FC7717AA_AS;1;1;1;1;1
ESC_FC7718AA_AS;1;1;1;1;1
ESC_FC7719AA_AS;1;1;1;1;1
ESC_FC7720AA_AS;1;1;1;1;1
ESC_FC7732AA_AS;1;1;1;1;1
ESC_FC7733AA_AS;1;1;1;1;1
ESC_FC7734AA_AS;1;1;1;1;1
ESC_FC7735AA_AS;1;1;1;1;1
ESC_FC7736AA_AS;1;1;1;1;1
ESC_FC7737AA_AS;1;1;1;1;1
ESC_FC7742AA_AS;1;1;1;1;1
ESC_FC7743AA_AS;1;1;1;1;1
ESC_FC7745AA_AS;1;1;1;1;1
ESC_FC7750AA_AS;1;1;1;1;1
